PRI,timestamp,platform_lat,platform_lon,frequency,pulse_width,aoa,df_quality
2222,2025-01-01T13:51:26Z,24.631,25,1.935,2,51.03,10
1054,2025-01-01T13:51:27Z,24.6324,25,1.892,30,-82.08,5
1024,2025-01-01T13:51:28Z,24.6331,25,1.886,30,-80.29,7
1054,2025-01-01T13:51:29Z,24.6342,25,1.889,30,-85.72,5
904,2025-01-01T13:51:30Z,24.6349,25,1.922,75,-56.95,10
904,2025-01-01T13:51:31Z,24.6354,25,1.913,75,-74.96,5
990,2025-01-01T13:51:32Z,24.6356,25,1.893,30,-99.25,9
872,2025-01-01T13:51:33Z,24.6356,25,1.934,75,-83.97,7
1666,2025-01-01T13:51:34Z,24.6359,25,1.94,2,29.59,6
1024,2025-01-01T13:51:35Z,24.6362,25,1.889,30,-83.07,5
2222,2025-01-01T13:51:36Z,24.6387,25,1.938,2,49.44,7
946,2025-01-01T13:51:37Z,24.639,25,1.934,75,-61.52,7
1666,2025-01-01T13:51:38Z,24.6419,25,1.933,2,55.8,9
1054,2025-01-01T13:51:39Z,24.6421,25,1.89,30,-92.21,6
1666,2025-01-01T13:51:40Z,24.6421,25,1.928,2,14,9
2222,2025-01-01T13:51:41Z,24.6431,25,1.931,2,38.97,4
2222,2025-01-01T13:51:42Z,24.6432,25,1.935,2,54.02,6
990,2025-01-01T13:51:43Z,24.6436,25,1.89,30,-89.54,6
904,2025-01-01T13:51:44Z,24.6438,25,1.924,75,-80.94,2
1666,2025-01-01T13:51:45Z,24.6452,25,1.928,2,42.23,3
2222,2025-01-01T13:51:46Z,24.6464,25,1.935,2,54.07,7
1024,2025-01-01T13:51:47Z,24.6477,25,1.896,30,-92.34,7
904,2025-01-01T13:51:48Z,24.6479,25,1.929,75,-35.1,10
2222,2025-01-01T13:51:49Z,24.6485,25,1.928,2,44.62,1
904,2025-01-01T13:51:50Z,24.65,25,1.922,75,-79.08,3
946,2025-01-01T13:51:51Z,24.6504,25,1.93,75,-79.37,3
872,2025-01-01T13:51:52Z,24.6517,25,1.926,75,-51.66,10
1024,2025-01-01T13:51:53Z,24.6518,25,1.888,30,-51.6,8
1024,2025-01-01T13:51:54Z,24.6536,25,1.883,30,-69.08,9
872,2025-01-01T13:51:55Z,24.6543,25,1.929,75,-86.09,10
1054,2025-01-01T13:51:56Z,24.656,25,1.893,30,-94.25,10
1666,2025-01-01T13:51:57Z,24.6566,25,1.939,2,34.44,6
1666,2025-01-01T13:51:58Z,24.6569,25,1.936,2,45.25,7
1024,2025-01-01T13:51:59Z,24.6576,25,1.886,30,-72.77,6
990,2025-01-01T13:52:00Z,24.6594,25,1.894,30,-94.91,4
2222,2025-01-01T13:52:01Z,24.6595,25,1.929,2,44.01,4
1024,2025-01-01T13:52:02Z,24.6611,25,1.887,30,-94.45,1
1666,2025-01-01T13:52:03Z,24.6612,25,1.936,2,46.86,2
990,2025-01-01T13:52:04Z,24.6626,25,1.893,30,-73.79,6
1666,2025-01-01T13:52:05Z,24.6644,25,1.934,2,43.72,3
946,2025-01-01T13:52:06Z,24.6646,25,1.921,75,-47.84,9
1666,2025-01-01T13:52:07Z,24.6651,25,1.936,2,45.93,1
1666,2025-01-01T13:52:08Z,24.6652,25,1.93,2,43.83,3
990,2025-01-01T13:52:09Z,24.6658,25,1.891,30,-43.24,8
1666,2025-01-01T13:52:10Z,24.6686,25,1.931,2,55.6,9
904,2025-01-01T13:52:11Z,24.6692,25,1.913,75,-83.48,4
904,2025-01-01T13:52:12Z,24.6695,25,1.92,75,-90.79,8
872,2025-01-01T13:52:13Z,24.6701,25,1.927,75,-67.4,6
2222,2025-01-01T13:52:14Z,24.6704,25,1.94,2,42.69,3
872,2025-01-01T13:52:15Z,24.671,25,1.919,75,-92.62,10
990,2025-01-01T13:52:16Z,24.6714,25,1.891,30,-81.2,6
946,2025-01-01T13:52:17Z,24.6715,25,1.914,75,-81.42,2
1054,2025-01-01T13:52:18Z,24.6716,25,1.892,30,-54.76,8
990,2025-01-01T13:52:19Z,24.672,25,1.892,30,-79.97,9
1666,2025-01-01T13:52:20Z,24.6721,25,1.938,2,46.57,1
1666,2025-01-01T13:52:21Z,24.6721,25,1.932,2,30.21,6
2222,2025-01-01T13:52:22Z,24.6739,25,1.929,2,41.94,5
990,2025-01-01T13:52:23Z,24.675,25,1.896,30,-89.88,3
904,2025-01-01T13:52:24Z,24.6755,25,1.919,75,-59.39,10
1024,2025-01-01T13:52:25Z,24.676,25,1.886,30,-89.62,3
1666,2025-01-01T13:52:26Z,24.6783,25,1.938,2,13.61,9
1024,2025-01-01T13:52:27Z,24.6799,25,1.891,30,-66.87,10
2222,2025-01-01T13:52:28Z,24.6812,25,1.931,2,39.65,4
1054,2025-01-01T13:52:29Z,24.6837,25,1.894,30,-94.54,1
946,2025-01-01T13:52:30Z,24.685,25,1.919,75,-81.65,2
2222,2025-01-01T13:52:31Z,24.6871,25,1.929,2,44.13,3
946,2025-01-01T13:52:32Z,24.688,25,1.919,75,-80.94,4
946,2025-01-01T13:52:33Z,24.6881,25,1.92,75,-44.94,8
904,2025-01-01T13:52:34Z,24.6886,25,1.918,75,-74.35,10
946,2025-01-01T13:52:35Z,24.6895,25,1.927,75,-80.73,2
1666,2025-01-01T13:52:36Z,24.6896,25,1.939,2,37.71,5
946,2025-01-01T13:52:37Z,24.6898,25,1.93,75,-82.73,1
990,2025-01-01T13:52:38Z,24.6899,25,1.886,30,-96.71,1
2222,2025-01-01T13:52:39Z,24.6899,25,1.939,2,46.72,7
1024,2025-01-01T13:52:40Z,24.6901,25,1.889,30,-88.84,5
990,2025-01-01T13:52:41Z,24.6905,25,1.883,30,-96.22,1
2222,2025-01-01T13:52:42Z,24.6907,25,1.929,2,44.92,1
1024,2025-01-01T13:52:43Z,24.6912,25,1.888,30,-52.32,10
872,2025-01-01T13:52:44Z,24.6933,25,1.923,75,-82.79,1
904,2025-01-01T13:52:45Z,24.6935,25,1.925,75,-82.3,1
904,2025-01-01T13:52:46Z,24.6938,25,1.918,75,-71.37,5
1054,2025-01-01T13:52:47Z,24.6943,25,1.89,30,-62.26,9
1054,2025-01-01T13:52:48Z,24.6944,25,1.892,30,-72.74,6
1666,2025-01-01T13:52:49Z,24.6955,25,1.93,2,48.46,4
2222,2025-01-01T13:52:50Z,24.6961,25,1.931,2,15.02,10
872,2025-01-01T13:52:51Z,24.6964,25,1.914,75,-88.51,6
1666,2025-01-01T13:52:52Z,24.6969,25,1.937,2,27.94,6
2222,2025-01-01T13:52:53Z,24.6979,25,1.939,2,47.56,2
990,2025-01-01T13:52:54Z,24.6987,25,1.89,30,-98.44,2
872,2025-01-01T13:52:55Z,24.6989,25,1.919,75,-78.27,3
1054,2025-01-01T13:52:56Z,24.699,25,1.893,30,-96.94,1
904,2025-01-01T13:52:57Z,24.6994,25,1.915,75,-83.03,4
946,2025-01-01T13:52:58Z,24.6997,25,1.929,75,-49.12,10
1666,2025-01-01T13:52:59Z,24.7004,25,1.936,2,51.4,6
2222,2025-01-01T13:53:00Z,24.7007,25,1.94,2,46.66,4
872,2025-01-01T13:53:01Z,24.7056,25,1.93,75,-84.51,2
990,2025-01-01T13:53:02Z,24.7062,25,1.889,30,-99.12,7
1054,2025-01-01T13:53:03Z,24.7072,25,1.893,30,-100.04,7
1054,2025-01-01T13:53:04Z,24.7074,25,1.887,30,-87.45,5
2222,2025-01-01T13:53:05Z,24.7079,25,1.934,2,45.26,2
1054,2025-01-01T13:53:06Z,24.7095,25,1.886,30,-77.6,7
946,2025-01-01T13:53:07Z,24.711,25,1.914,75,-78.76,3
2222,2025-01-01T13:53:08Z,24.7117,25,1.934,2,44.83,2
1054,2025-01-01T13:53:09Z,24.7119,25,1.885,30,-97.28,1
1024,2025-01-01T13:53:10Z,24.7157,25,1.885,30,-79.37,10
2222,2025-01-01T13:53:11Z,24.7199,25,1.928,2,48.49,2
2222,2025-01-01T13:53:12Z,24.7215,25,1.933,2,49.07,7
990,2025-01-01T13:53:13Z,24.7233,25,1.894,30,-85.12,5
946,2025-01-01T13:53:14Z,24.7249,25,1.93,75,-79.96,5
1024,2025-01-01T13:53:15Z,24.7256,25,1.892,30,-91.47,5
1024,2025-01-01T13:53:16Z,24.726,25,1.893,30,-89.92,4
904,2025-01-01T13:53:17Z,24.7264,25,1.927,75,-74.11,8
904,2025-01-01T13:53:18Z,24.7268,25,1.915,75,-61.99,7
990,2025-01-01T13:53:19Z,24.7277,25,1.895,30,-97.69,2
2222,2025-01-01T13:53:20Z,24.7292,25,1.933,2,47.67,1
2222,2025-01-01T13:53:21Z,24.7298,25,1.938,2,43.4,3
990,2025-01-01T13:53:22Z,24.7301,25,1.892,30,-90.02,4
990,2025-01-01T13:53:23Z,24.7304,25,1.895,30,-97.76,1
2222,2025-01-01T13:53:24Z,24.7304,25,1.93,2,44.73,5
1666,2025-01-01T13:53:25Z,24.7325,25,1.929,2,27.67,10
1054,2025-01-01T13:53:26Z,24.7342,25,1.886,30,-97.07,6
946,2025-01-01T13:53:27Z,24.735,25,1.913,75,-85.02,2
1024,2025-01-01T13:53:28Z,24.7353,25,1.892,30,-74.6,6
2222,2025-01-01T13:53:29Z,24.7362,25,1.932,2,22.33,9
990,2025-01-01T13:53:30Z,24.7382,25,1.887,30,-97.17,7
872,2025-01-01T13:53:31Z,24.7386,25,1.93,75,-71.17,7
872,2025-01-01T13:53:32Z,24.7394,25,1.924,75,-80.84,3
904,2025-01-01T13:53:33Z,24.7396,25,1.912,75,-84.69,7
872,2025-01-01T13:53:34Z,24.7399,25,1.928,75,-90.09,9
946,2025-01-01T13:53:35Z,24.743,25,1.917,75,-81.73,8
904,2025-01-01T13:53:36Z,24.7432,25,1.922,75,-79.34,5
904,2025-01-01T13:53:37Z,24.7435,25,1.932,75,-86.55,7
1666,2025-01-01T13:53:38Z,24.7444,25,1.938,2,43.96,3
872,2025-01-01T13:53:39Z,24.7446,25,1.923,75,-85.67,7
1054,2025-01-01T13:53:40Z,24.7455,25,1.888,30,-75.74,6
1054,2025-01-01T13:53:41Z,24.747,25,1.885,30,-94.56,8
990,2025-01-01T13:53:42Z,24.7471,25,1.883,30,-94.24,4
990,2025-01-01T13:53:43Z,24.7476,25,1.883,30,-96.21,1
872,2025-01-01T13:53:44Z,24.7484,25,1.924,75,-79.18,3
1024,2025-01-01T13:53:45Z,24.7488,25,1.893,30,-92.92,6
990,2025-01-01T13:53:46Z,24.7501,25,1.893,30,-84.19,8
990,2025-01-01T13:53:47Z,24.7503,25,1.895,30,-93.85,6
1666,2025-01-01T13:53:48Z,24.7516,25,1.933,2,49.61,7
1024,2025-01-01T13:53:49Z,24.7523,25,1.894,30,-85.8,5
946,2025-01-01T13:53:50Z,24.7573,25,1.931,75,-52.2,10
872,2025-01-01T13:53:51Z,24.758,25,1.917,75,-80.77,3
990,2025-01-01T13:53:52Z,24.76,25,1.885,30,-95.53,2
1054,2025-01-01T13:53:53Z,24.761,25,1.894,30,-98.56,2
2222,2025-01-01T13:53:54Z,24.7614,25,1.934,2,48.32,1
1054,2025-01-01T13:53:55Z,24.7626,25,1.888,30,-99.6,2
872,2025-01-01T13:53:56Z,24.763,25,1.931,75,-85.5,2
946,2025-01-01T13:53:57Z,24.7663,25,1.915,75,-68.91,7
1666,2025-01-01T13:53:58Z,24.7677,25,1.928,2,48.45,1
2222,2025-01-01T13:53:59Z,24.7679,25,1.929,2,53.16,8
1666,2025-01-01T13:54:00Z,24.7694,25,1.928,2,54.78,9
1054,2025-01-01T13:54:01Z,24.7703,25,1.883,30,-58.9,10
2222,2025-01-01T13:54:02Z,24.7729,25,1.933,2,44.6,5
872,2025-01-01T13:54:03Z,24.7737,25,1.926,75,-85.22,6
1666,2025-01-01T13:54:04Z,24.7737,25,1.933,2,16.5,9
1054,2025-01-01T13:54:05Z,24.7747,25,1.896,30,-61.53,10
1054,2025-01-01T13:54:06Z,24.7748,25,1.891,30,-96.42,2
990,2025-01-01T13:54:07Z,24.7765,25,1.893,30,-79.16,7
872,2025-01-01T13:54:08Z,24.7785,25,1.924,75,-70.9,6
904,2025-01-01T13:54:09Z,24.7803,25,1.912,75,-82.47,4
990,2025-01-01T13:54:10Z,24.7805,25,1.895,30,-85.56,5
904,2025-01-01T13:54:11Z,24.7821,25,1.92,75,-64.1,8
1666,2025-01-01T13:54:12Z,24.7854,25,1.934,2,50.31,2
946,2025-01-01T13:54:13Z,24.7858,25,1.925,75,-81.32,3
990,2025-01-01T13:54:14Z,24.7897,25,1.886,30,-72.78,9
1666,2025-01-01T13:54:15Z,24.7902,25,1.931,2,46.13,10
904,2025-01-01T13:54:16Z,24.7913,25,1.912,75,-84,2
1024,2025-01-01T13:54:17Z,24.7923,25,1.884,30,-67.83,10
1666,2025-01-01T13:54:18Z,24.7926,25,1.932,2,28.76,9
2222,2025-01-01T13:54:19Z,24.794,25,1.937,2,22.49,8
1054,2025-01-01T13:54:20Z,24.7941,25,1.886,30,-70.45,9
1666,2025-01-01T13:54:21Z,24.7962,25,1.94,2,44.96,3
872,2025-01-01T13:54:22Z,24.7964,25,1.931,75,-76.08,4
872,2025-01-01T13:54:23Z,24.8011,25,1.92,75,-86.17,1
946,2025-01-01T13:54:24Z,24.8019,25,1.92,75,-85.68,1
1666,2025-01-01T13:54:25Z,24.8029,25,1.939,2,40.65,5
1024,2025-01-01T13:54:26Z,24.803,25,1.895,30,-39.32,9
872,2025-01-01T13:54:27Z,24.8032,25,1.92,75,-68.59,6
990,2025-01-01T13:54:28Z,24.8051,25,1.895,30,-105.93,10
1666,2025-01-01T13:54:29Z,24.8065,25,1.93,2,42.03,4
1666,2025-01-01T13:54:30Z,24.8067,25,1.932,2,46.12,5
1666,2025-01-01T13:54:31Z,24.8069,25,1.934,2,53.8,9
904,2025-01-01T13:54:32Z,24.8073,25,1.928,75,-82.78,2
2222,2025-01-01T13:54:33Z,24.8079,25,1.93,2,29.94,7
990,2025-01-01T13:54:34Z,24.8088,25,1.884,30,-84.42,7
2222,2025-01-01T13:54:35Z,24.8098,25,1.935,2,46.66,3
2222,2025-01-01T13:54:36Z,24.8108,25,1.932,2,49.33,1
904,2025-01-01T13:54:37Z,24.8113,25,1.916,75,-64.21,6
1054,2025-01-01T13:54:38Z,24.8122,25,1.883,30,-85.39,5
1666,2025-01-01T13:54:39Z,24.8157,25,1.937,2,13.22,10
946,2025-01-01T13:54:40Z,24.8167,25,1.931,75,-85.94,1
1024,2025-01-01T13:54:41Z,24.8168,25,1.891,30,-101,2
1666,2025-01-01T13:54:42Z,24.8168,25,1.935,2,14.73,10
1024,2025-01-01T13:54:43Z,24.817,25,1.889,30,-62,8
904,2025-01-01T13:54:44Z,24.8176,25,1.926,75,-71.51,7
946,2025-01-01T13:54:45Z,24.8188,25,1.928,75,-75.13,5
904,2025-01-01T13:54:46Z,24.8189,25,1.933,75,-74.23,5
1024,2025-01-01T13:54:47Z,24.8192,25,1.894,30,-108.06,10
904,2025-01-01T13:54:48Z,24.8218,25,1.932,75,-82.01,3
1666,2025-01-01T13:54:49Z,24.8224,25,1.93,2,48.08,1
1666,2025-01-01T13:54:50Z,24.8228,25,1.938,2,45.2,4
872,2025-01-01T13:54:51Z,24.825,25,1.926,75,-69.83,6
1024,2025-01-01T13:54:52Z,24.8255,25,1.884,30,-37.11,8
1666,2025-01-01T13:54:53Z,24.8256,25,1.932,2,47.64,1
1054,2025-01-01T13:54:54Z,24.8265,25,1.895,30,-101.03,6
2222,2025-01-01T13:54:55Z,24.8266,25,1.934,2,47.16,2
2222,2025-01-01T13:54:56Z,24.8269,25,1.939,2,41.49,4
1666,2025-01-01T13:54:57Z,24.8269,25,1.938,2,30.3,7
872,2025-01-01T13:54:58Z,24.8273,25,1.924,75,-68.96,6
1024,2025-01-01T13:54:59Z,24.8284,25,1.89,30,-93.38,4
2222,2025-01-01T13:55:00Z,24.8289,25,1.933,2,35.74,6
1054,2025-01-01T13:55:01Z,24.8317,25,1.891,30,-97.38,2
1024,2025-01-01T13:55:02Z,24.832,25,1.892,30,-101.39,2
1666,2025-01-01T13:55:03Z,24.8332,25,1.934,2,49.8,1
1666,2025-01-01T13:55:04Z,24.834,25,1.928,2,52.04,7
2222,2025-01-01T13:55:05Z,24.8341,25,1.938,2,47.82,1
1666,2025-01-01T13:55:06Z,24.8345,25,1.935,2,36.92,8
1054,2025-01-01T13:55:07Z,24.8355,25,1.885,30,-90.71,4
1666,2025-01-01T13:55:08Z,24.8362,25,1.93,2,49.87,1
1666,2025-01-01T13:55:09Z,24.8376,25,1.928,2,45.5,4
2222,2025-01-01T13:55:10Z,24.8378,25,1.938,2,47.03,3
946,2025-01-01T13:55:11Z,24.8383,25,1.917,75,-54.41,9
1666,2025-01-01T13:55:12Z,24.8383,25,1.933,2,49.42,6
2222,2025-01-01T13:55:13Z,24.8384,25,1.934,2,49.41,1
990,2025-01-01T13:55:14Z,24.8391,25,1.884,30,-79.72,7
1666,2025-01-01T13:55:15Z,24.8393,25,1.929,2,47.43,2
872,2025-01-01T13:55:16Z,24.8396,25,1.915,75,-86.84,2
904,2025-01-01T13:55:17Z,24.8398,25,1.916,75,-40.71,10
1054,2025-01-01T13:55:18Z,24.8403,25,1.891,30,-98.11,2
946,2025-01-01T13:55:19Z,24.8433,25,1.929,75,-64.72,6
872,2025-01-01T13:55:20Z,24.8438,25,1.921,75,-54.96,10
990,2025-01-01T13:55:21Z,24.8452,25,1.89,30,-81.66,6
872,2025-01-01T13:55:22Z,24.8459,25,1.931,75,-82.76,6
1054,2025-01-01T13:55:23Z,24.8482,25,1.884,30,-73.63,10
1024,2025-01-01T13:55:24Z,24.8484,25,1.896,30,-78.13,7
1666,2025-01-01T13:55:25Z,24.8484,25,1.93,2,45.72,4
1024,2025-01-01T13:55:26Z,24.8493,25,1.89,30,-85.35,7
872,2025-01-01T13:55:27Z,24.8495,25,1.918,75,-87.51,2
946,2025-01-01T13:55:28Z,24.8507,25,1.926,75,-67.53,6
946,2025-01-01T13:55:29Z,24.8507,25,1.926,75,-84.63,7
946,2025-01-01T13:55:30Z,24.853,25,1.924,75,-84.62,4
990,2025-01-01T13:55:31Z,24.8534,25,1.895,30,-95.51,3
1666,2025-01-01T13:55:32Z,24.8566,25,1.932,2,51.8,2
2222,2025-01-01T13:55:33Z,24.8567,25,1.933,2,39.87,6
1024,2025-01-01T13:55:34Z,24.8569,25,1.887,30,-100.83,6
946,2025-01-01T13:55:35Z,24.8572,25,1.935,75,-85.65,1
2222,2025-01-01T13:55:36Z,24.8595,25,1.934,2,41.73,5
1024,2025-01-01T13:55:37Z,24.8599,25,1.894,30,-100.61,1
1666,2025-01-01T13:55:38Z,24.8609,25,1.933,2,46.89,2
1054,2025-01-01T13:55:39Z,24.8623,25,1.885,30,-78.45,7
2222,2025-01-01T13:55:40Z,24.8625,25,1.935,2,51.43,2
1054,2025-01-01T13:55:41Z,24.8636,25,1.887,30,-94.24,3
1666,2025-01-01T13:55:42Z,24.8638,25,1.936,2,50.46,1
946,2025-01-01T13:55:43Z,24.864,25,1.932,75,-66.84,6
990,2025-01-01T13:55:44Z,24.8669,25,1.888,30,-96.22,4
946,2025-01-01T13:55:45Z,24.867,25,1.917,75,-86.76,4
990,2025-01-01T13:55:46Z,24.8681,25,1.895,30,-93.4,4
872,2025-01-01T13:55:47Z,24.8692,25,1.925,75,-84.02,6
2222,2025-01-01T13:55:48Z,24.8695,25,1.938,2,65.32,8
872,2025-01-01T13:55:49Z,24.8705,25,1.934,75,-87.38,2
1054,2025-01-01T13:55:50Z,24.8707,25,1.89,30,-82.25,7
990,2025-01-01T13:55:51Z,24.8707,25,1.889,30,-78.65,6
872,2025-01-01T13:55:52Z,24.8712,25,1.935,75,-73.78,10
2222,2025-01-01T13:55:53Z,24.8716,25,1.933,2,46.19,3
990,2025-01-01T13:55:54Z,24.872,25,1.89,30,-62.21,8
872,2025-01-01T13:55:55Z,24.8723,25,1.915,75,-33.71,10
990,2025-01-01T13:55:56Z,24.8726,25,1.885,30,-109.29,8
1054,2025-01-01T13:55:57Z,24.8729,25,1.885,30,-84.1,7
946,2025-01-01T13:55:58Z,24.8743,25,1.925,75,-97.6,10
872,2025-01-01T13:55:59Z,24.8744,25,1.927,75,-84.11,7
990,2025-01-01T13:56:00Z,24.8764,25,1.895,30,-103.08,6
2222,2025-01-01T13:56:01Z,24.8765,25,1.935,2,49.26,7
1666,2025-01-01T13:56:02Z,24.877,25,1.929,2,48.24,2
990,2025-01-01T13:56:03Z,24.8784,25,1.894,30,-77.02,7
904,2025-01-01T13:56:04Z,24.8789,25,1.922,75,-88.53,2
990,2025-01-01T13:56:05Z,24.8806,25,1.892,30,-87.87,5
1666,2025-01-01T13:56:06Z,24.8813,25,1.932,2,35.85,6
2222,2025-01-01T13:56:07Z,24.8817,25,1.933,2,56.56,6
1666,2025-01-01T13:56:08Z,24.8841,25,1.937,2,52.15,4
2222,2025-01-01T13:56:09Z,24.8849,25,1.934,2,53.02,6
990,2025-01-01T13:56:10Z,24.8853,25,1.888,30,-99.68,7
990,2025-01-01T13:56:11Z,24.8859,25,1.884,30,-103.27,2
2222,2025-01-01T13:56:12Z,24.8869,25,1.938,2,43.78,9
1666,2025-01-01T13:56:13Z,24.8869,25,1.939,2,52.21,4
872,2025-01-01T13:56:14Z,24.8881,25,1.926,75,-35.35,8
1666,2025-01-01T13:56:15Z,24.8882,25,1.93,2,47.99,2
872,2025-01-01T13:56:16Z,24.8898,25,1.921,75,-76.25,5
946,2025-01-01T13:56:17Z,24.8902,25,1.919,75,-82.55,6
1054,2025-01-01T13:56:18Z,24.8911,25,1.891,30,-77.31,7
946,2025-01-01T13:56:19Z,24.8928,25,1.914,75,-83.1,3
1054,2025-01-01T13:56:20Z,24.8943,25,1.883,30,-95.27,3
2222,2025-01-01T13:56:21Z,24.8948,25,1.936,2,49.63,1
946,2025-01-01T13:56:22Z,24.8973,25,1.919,75,-83.46,3
946,2025-01-01T13:56:23Z,24.8979,25,1.917,75,-60.18,10
904,2025-01-01T13:56:24Z,24.8987,25,1.921,75,-42.53,10
1024,2025-01-01T13:56:25Z,24.899,25,1.89,30,-40.05,9
1024,2025-01-01T13:56:26Z,24.8992,25,1.891,30,-82.68,8
904,2025-01-01T13:56:27Z,24.9013,25,1.928,75,-65.63,6
1024,2025-01-01T13:56:28Z,24.9021,25,1.892,30,-98.55,9
872,2025-01-01T13:56:29Z,24.9028,25,1.933,75,-53.97,10
1054,2025-01-01T13:56:30Z,24.9043,25,1.889,30,-56.17,9
946,2025-01-01T13:56:31Z,24.905,25,1.924,75,-83.59,4
1054,2025-01-01T13:56:32Z,24.9061,25,1.89,30,-102.86,6
1054,2025-01-01T13:56:33Z,24.9082,25,1.889,30,-84.91,7
2222,2025-01-01T13:56:34Z,24.9089,25,1.935,2,48.68,3
1024,2025-01-01T13:56:35Z,24.909,25,1.89,30,-98.42,6
1054,2025-01-01T13:56:36Z,24.9091,25,1.887,30,-77.73,7
872,2025-01-01T13:56:37Z,24.9093,25,1.912,75,-64.86,7
1024,2025-01-01T13:56:38Z,24.9107,25,1.889,30,-80.46,7
1024,2025-01-01T13:56:39Z,24.9114,25,1.89,30,-101.92,1
946,2025-01-01T13:56:40Z,24.9114,25,1.918,75,-70.29,6
1054,2025-01-01T13:56:41Z,24.9127,25,1.895,30,-84.32,10
1666,2025-01-01T13:56:42Z,24.9145,25,1.936,2,54.86,8
2222,2025-01-01T13:56:43Z,24.9146,25,1.934,2,51.07,1
990,2025-01-01T13:56:44Z,24.919,25,1.89,30,-75.25,9
1666,2025-01-01T13:56:45Z,24.9194,25,1.94,2,49.68,1
872,2025-01-01T13:56:46Z,24.9206,25,1.921,75,-83.85,4
946,2025-01-01T13:56:47Z,24.9213,25,1.931,75,-76.75,5
904,2025-01-01T13:56:48Z,24.9228,25,1.928,75,-86.73,4
1666,2025-01-01T13:56:49Z,24.9239,25,1.938,2,54.22,9
872,2025-01-01T13:56:50Z,24.9248,25,1.933,75,-79.17,4
904,2025-01-01T13:56:51Z,24.9249,25,1.919,75,-77.24,9
1666,2025-01-01T13:56:52Z,24.9252,25,1.933,2,20.89,8
1666,2025-01-01T13:56:53Z,24.9256,25,1.939,2,49.82,2
1666,2025-01-01T13:56:54Z,24.9264,25,1.933,2,53.85,6
1054,2025-01-01T13:56:55Z,24.9265,25,1.887,30,-100.8,2
990,2025-01-01T13:56:56Z,24.9265,25,1.884,30,-97.38,3
1666,2025-01-01T13:56:57Z,24.9266,25,1.928,2,66.46,8
990,2025-01-01T13:56:58Z,24.9305,25,1.895,30,-101.56,4
2222,2025-01-01T13:56:59Z,24.9313,25,1.939,2,37.97,9
872,2025-01-01T13:57:00Z,24.9316,25,1.923,75,-88.45,1
1024,2025-01-01T13:57:01Z,24.9329,25,1.894,30,-74.67,8
946,2025-01-01T13:57:02Z,24.933,25,1.917,75,-80.53,5
1666,2025-01-01T13:57:03Z,24.9342,25,1.93,2,36.91,7
2222,2025-01-01T13:57:04Z,24.9343,25,1.929,2,26.41,10
872,2025-01-01T13:57:05Z,24.9356,25,1.927,75,-87.02,1
1054,2025-01-01T13:57:06Z,24.9357,25,1.892,30,-62.02,10
1666,2025-01-01T13:57:07Z,24.9368,25,1.93,2,21.66,10
1054,2025-01-01T13:57:08Z,24.9382,25,1.894,30,-87.39,5
904,2025-01-01T13:57:09Z,24.9383,25,1.922,75,-88.46,9
1054,2025-01-01T13:57:10Z,24.9395,25,1.889,30,-102.72,7
904,2025-01-01T13:57:11Z,24.9398,25,1.92,75,-89.1,2
904,2025-01-01T13:57:12Z,24.9404,25,1.916,75,-83.35,7
1054,2025-01-01T13:57:13Z,24.9416,25,1.884,30,-109.07,10
872,2025-01-01T13:57:14Z,24.9433,25,1.927,75,-89.66,2
946,2025-01-01T13:57:15Z,24.9457,25,1.933,75,-81.42,4
2222,2025-01-01T13:57:16Z,24.9457,25,1.93,2,61.45,10
1024,2025-01-01T13:57:17Z,24.9463,25,1.886,30,-83.97,6
946,2025-01-01T13:57:18Z,24.9472,25,1.932,75,-41.24,9
1666,2025-01-01T13:57:19Z,24.9486,25,1.939,2,35.17,9
2222,2025-01-01T13:57:20Z,24.9493,25,1.929,2,43.41,9
1054,2025-01-01T13:57:21Z,24.9499,25,1.886,30,-48.84,8
990,2025-01-01T13:57:22Z,24.9502,25,1.894,30,-51.24,8
1666,2025-01-01T13:57:23Z,24.952,25,1.928,2,53.48,6
1024,2025-01-01T13:57:24Z,24.9528,25,1.896,30,-86.82,6
1024,2025-01-01T13:57:25Z,24.9532,25,1.896,30,-101.98,10
1666,2025-01-01T13:57:26Z,24.954,25,1.938,2,41.82,6
872,2025-01-01T13:57:27Z,24.9557,25,1.92,75,-67.39,6
2222,2025-01-01T13:57:28Z,24.9557,25,1.938,2,41.85,6
1666,2025-01-01T13:57:29Z,24.9557,25,1.929,2,58.95,6
1666,2025-01-01T13:57:30Z,24.9569,25,1.937,2,50.53,2
904,2025-01-01T13:57:31Z,24.9576,25,1.93,75,-56.46,8
1054,2025-01-01T13:57:32Z,24.9577,25,1.887,30,-101.27,8
1024,2025-01-01T13:57:33Z,24.9596,25,1.886,30,-99.57,6
946,2025-01-01T13:57:34Z,24.9615,25,1.93,75,-82.72,3
946,2025-01-01T13:57:35Z,24.9621,25,1.914,75,-84.54,3
904,2025-01-01T13:57:36Z,24.9649,25,1.924,75,-87.04,1
1666,2025-01-01T13:57:37Z,24.9661,25,1.932,2,49.52,8
2222,2025-01-01T13:57:38Z,24.9666,25,1.929,2,14.88,10
990,2025-01-01T13:57:39Z,24.9674,25,1.891,30,-46.7,9
2222,2025-01-01T13:57:40Z,24.9687,25,1.929,2,21.44,10
872,2025-01-01T13:57:41Z,24.9688,25,1.931,75,-34.05,10
